model_id,model_type,params,threshold,random_state,min_samples_split,criterion,max_features,max_depth,roc_auc_avg,roc_auc_std,accuracy_avg,accuracy_std,precision_avg,precision_std,recall_avg,recall_std
DT_paramset-18,DT,"{'random_state': 1, 'min_samples_split': 10, 'criterion': 'gini', 'max_features': 'log2', 'max_depth': 15}",0.6,1,10,gini,log2,15,0.745836060874,0.100517095479,0.75775316153,0.0842563948472,0.810154173312,0.0868489354989,0.643518518519,0.119521580032
DT_paramset-18,DT,"{'random_state': 1, 'min_samples_split': 10, 'criterion': 'gini', 'max_features': 'log2', 'max_depth': 15}",0.7,1,10,gini,log2,15,0.745836060874,0.100517095479,0.773020337102,0.0702811315634,0.863857877016,0.038464776221,0.622354497354,0.137493780574
DT_paramset-18,DT,"{'random_state': 1, 'min_samples_split': 10, 'criterion': 'gini', 'max_features': 'log2', 'max_depth': 15}",0.8,1,10,gini,log2,15,0.745836060874,0.100517095479,0.632018978745,0.0688991093675,0.888111888112,0.0799367282027,0.287367724868,0.195598986615
DT_paramset-18,DT,"{'random_state': 1, 'min_samples_split': 10, 'criterion': 'gini', 'max_features': 'log2', 'max_depth': 15}",0.9,1,10,gini,log2,15,0.745836060874,0.100517095479,0.564196751421,0.0104361815159,0.925925925926,0.104756560176,0.10474537037,0.0196588978605
DT_paramset-19,DT,"{'random_state': 1, 'min_samples_split': 2, 'criterion': 'gini', 'max_features': 'sqrt', 'max_depth': 20}",0.5,1,2,gini,sqrt,20,0.76470302795,0.106921361382,0.770207962655,0.0804117681106,0.756756811617,0.109764761662,0.811590608466,0.0333550358588
DT_paramset-19,DT,"{'random_state': 1, 'min_samples_split': 2, 'criterion': 'gini', 'max_features': 'sqrt', 'max_depth': 20}",0.6,1,2,gini,sqrt,20,0.76470302795,0.106921361382,0.749851728558,0.109199830449,0.743240612054,0.128551385882,0.769262566138,0.0593894307304
DT_paramset-19,DT,"{'random_state': 1, 'min_samples_split': 2, 'criterion': 'gini', 'max_features': 'sqrt', 'max_depth': 20}",0.7,1,2,gini,sqrt,20,0.76470302795,0.106921361382,0.754864259886,0.112911241927,0.758736901101,0.13765855891,0.758845899471,0.0468219695503
DT_paramset-19,DT,"{'random_state': 1, 'min_samples_split': 2, 'criterion': 'gini', 'max_features': 'sqrt', 'max_depth': 20}",0.8,1,2,gini,sqrt,20,0.76470302795,0.106921361382,0.754864259886,0.112911241927,0.758736901101,0.13765855891,0.758845899471,0.0468219695503
DT_paramset-19,DT,"{'random_state': 1, 'min_samples_split': 2, 'criterion': 'gini', 'max_features': 'sqrt', 'max_depth': 20}",0.9,1,2,gini,sqrt,20,0.76470302795,0.106921361382,0.754864259886,0.112911241927,0.758736901101,0.13765855891,0.758845899471,0.0468219695503
DT_paramset-20,DT,"{'random_state': 1, 'min_samples_split': 5, 'criterion': 'gini', 'max_features': 'sqrt', 'max_depth': 20}",0.5,1,5,gini,sqrt,20,0.82512851155,0.13198087737,0.817941801068,0.101002016146,0.758675697097,0.105836089591,0.936838624339,0.0451295002543
