model_id,model_type,params,split,threshold,roc_auc,accuracy,precision,recall
GB_paramset-7,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",3,0.9,0.963001867414,0.519083969466,0.0,0.0
GB_paramset-8,GB,"{'subsample': 0.5, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",1,0.5,0.937386775362,0.917293233083,0.86301369863,0.984375
GB_paramset-8,GB,"{'subsample': 0.5, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",1,0.6,0.937386775362,0.518796992481,0.0,0.0
GB_paramset-8,GB,"{'subsample': 0.5, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",1,0.7,0.937386775362,0.518796992481,0.0,0.0
GB_paramset-8,GB,"{'subsample': 0.5, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",1,0.8,0.937386775362,0.518796992481,0.0,0.0
GB_paramset-8,GB,"{'subsample': 0.5, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",1,0.9,0.937386775362,0.518796992481,0.0,0.0
GB_paramset-8,GB,"{'subsample': 0.5, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",2,0.5,0.928781702899,0.857142857143,0.846153846154,0.859375
GB_paramset-8,GB,"{'subsample': 0.5, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",2,0.6,0.928781702899,0.518796992481,0.0,0.0
GB_paramset-8,GB,"{'subsample': 0.5, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",2,0.7,0.928781702899,0.518796992481,0.0,0.0
GB_paramset-8,GB,"{'subsample': 0.5, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",2,0.8,0.928781702899,0.518796992481,0.0,0.0
GB_paramset-8,GB,"{'subsample': 0.5, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",2,0.9,0.928781702899,0.518796992481,0.0,0.0
GB_paramset-8,GB,"{'subsample': 0.5, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",3,0.5,0.964169000934,0.885496183206,0.9,0.857142857143
